ano;idade;genero;inde_22;inde_23;inde_24;iaa;ieg;ips;ida;ipv;ian;ipp;fase_ideal;defasagem;risco
2022;12;1;7.3;;;7.4;7.4;7.5;8.8;7.28;5.0;;3;-2;1
2022;11;0;7.11;;;8.5;8.9;7.5;6.3;6.78;5.0;;2;-1;1
2022;13;1;7.18;;;8.9;8.3;7.5;6.7;7.33;5.0;;3;-2;1
2022;11;0;7.69;;;9.5;8.0;7.5;9.0;7.33;5.0;;2;-1;1
2022;12;1;6.02;;;0.0;7.5;7.5;6.8;6.83;5.0;;3;-2;1
2022;10;1;7.45;;;9.5;7.7;7.5;7.5;8.22;5.0;;2;-1;1
2022;12;0;4.93;;;3.5;3.8;7.5;3.8;6.0;5.0;;3;-2;1
2022;13;1;7.52;;;7.5;9.0;7.5;8.3;7.39;5.0;;3;-2;1
2022;10;1;7.42;;;9.0;8.9;7.5;6.8;7.72;5.0;;2;-1;1
2022;11;1;7.48;;;8.0;9.2;7.5;7.8;7.33;5.0;;2;-1;1
2022;11;1;5.82;;;7.4;7.6;7.5;1.3;7.28;5.0;;2;-1;1
2022;10;0;6.62;;;7.0;6.7;7.5;6.5;7.0;5.0;;2;-1;1
2022;11;1;7.58;;;9.5;7.6;7.5;9.2;7.33;5.0;;2;-1;1
2022;9;1;8.11;;;9.0;10.0;7.5;7.0;7.28;10.0;;1;0;0
2022;9;1;8.06;;;9.5;9.2;7.5;7.3;7.28;10.0;;1;0;0
2022;12;1;6.93;;;8.5;6.8;7.5;7.0;7.22;5.0;;3;-2;1
2022;10;0;7.0;;;8.5;9.3;6.9;6.3;6.72;5.0;;2;-1;1
2022;11;0;7.48;;;7.3;8.9;7.5;7.7;7.83;5.0;;2;-1;1
2022;11;0;7.62;;;9.5;9.4;7.5;6.5;8.22;5.0;;2;-1;1
2022;10;1;5.31;;;10.0;4.9;6.9;1.5;6.44;5.0;;2;-1;1
2022;10;1;7.19;;;8.5;8.0;6.9;7.3;7.39;5.0;;2;-1;1
2022;10;0;7.04;;;8.5;9.0;7.5;5.8;7.0;5.0;;2;-1;1
2022;9;0;7.06;;;8.5;9.3;7.5;3.9;6.28;10.0;;1;0;0
2022;10;0;6.61;;;8.5;7.4;7.5;5.5;6.61;5.0;;2;-1;1
2022;11;0;6.73;;;9.0;8.4;7.5;4.8;6.78;5.0;;2;-1;1
2022;9;0;7.78;;;9.0;9.3;7.5;6.5;6.78;10.0;;1;0;0
2022;10;0;7.75;;;10.0;9.7;6.9;7.3;7.78;5.0;;2;-1;1
2022;10;1;6.76;;;9.0;8.0;7.5;6.2;6.72;5.0;;2;-1;1
2022;11;0;7.83;;;9.5;8.0;7.5;8.8;8.28;5.0;;2;-1;1
2022;10;0;6.09;;;8.5;8.1;7.5;2.0;6.83;5.0;;2;-1;1
2022;13;1;8.18;;;8.5;9.8;8.1;8.4;8.39;5.0;;3;-2;1
2022;10;1;6.61;;;9.5;8.6;7.5;3.3;7.28;5.0;;2;-1;1
2022;12;1;6.74;;;9.0;7.5;6.9;5.3;7.5;5.0;;3;-2;1
2022;12;0;7.3;;;8.5;8.9;5.6;7.4;7.61;5.0;;3;-2;1
2022;11;0;7.0;;;6.9;8.7;5.6;6.9;7.5;5.0;;2;-1;1
2022;10;0;7.87;;;8.5;9.3;7.5;7.8;8.33;5.0;;2;-1;1
2022;9;0;8.15;;;8.0;9.6;7.5;7.8;7.5;10.0;;1;0;0
2022;11;0;8.1;;;9.5;9.6;7.5;9.3;7.5;5.0;;2;-1;1
2022;12;0;7.31;;;8.5;8.6;7.5;6.8;7.56;5.0;;3;-2;1
2022;12;0;7.78;;;7.5;9.2;7.5;8.3;8.39;5.0;;3;-2;1
2022;11;0;6.65;;;7.4;7.5;5.6;6.3;7.5;5.0;;2;-1;1
2022;12;0;8.09;;;9.5;9.8;7.5;9.0;7.5;5.0;;3;-2;1
2022;10;0;7.41;;;10.0;9.3;7.5;5.6;7.92;5.0;;2;-1;1
2022;10;0;7.78;;;8.0;7.8;7.5;9.3;8.33;5.0;;2;-1;1
2022;9;0;8.36;;;9.5;9.0;7.5;6.9;9.08;10.0;;1;0;0
2022;11;1;7.59;;;9.0;8.3;7.5;7.8;7.92;5.0;;2;-1;1
2022;11;0;7.04;;;9.0;8.8;7.5;6.8;6.08;5.0;;2;-1;1
2022;10;1;6.38;;;6.9;8.7;7.5;5.8;5.25;5.0;;2;-1;1
2022;10;0;7.28;;;9.5;8.8;7.5;6.3;7.17;5.0;;2;-1;1
2022;11;0;7.0;;;9.0;7.4;7.5;6.8;7.25;5.0;;2;-1;1
2022;10;1;7.93;;;9.5;9.1;7.5;7.8;8.83;5.0;;2;-1;1
2022;11;1;5.84;;;8.5;5.6;7.5;4.5;5.83;5.0;;2;-1;1
2022;11;1;4.36;;;6.9;3.3;7.5;2.8;3.75;5.0;;2;-1;1
2022;11;1;7.48;;;9.0;9.7;7.5;6.0;7.83;5.0;;2;-1;1
2022;10;0;7.45;;;8.0;8.8;7.5;6.9;8.17;5.0;;2;-1;1
2022;9;1;7.62;;;8.5;8.2;8.1;8.8;7.42;5.0;;1;-1;1
2022;9;0;7.48;;;8.5;8.5;8.1;8.8;6.75;5.0;;1;-1;1
2022;8;0;8.65;;;8.5;9.2;8.1;9.2;8.58;10.0;;0;0;0
2022;8;1;7.86;;;9.5;8.7;8.1;8.0;6.33;10.0;;0;0;0
2022;8;1;7.58;;;10.0;6.6;8.1;7.4;7.08;10.0;;0;0;0
2022;9;1;7.91;;;8.5;8.6;8.1;9.3;8.17;5.0;;1;-1;1
2022;8;0;8.36;;;10.0;9.4;7.5;7.3;8.58;10.0;;0;0;0
2022;9;1;8.0;;;9.0;10.0;6.9;7.3;9.5;5.0;;1;-1;1
2022;10;1;7.17;;;9.0;8.2;7.5;6.3;7.83;5.0;;2;-2;1
2022;10;0;7.52;;;9.5;8.8;7.5;7.4;7.75;5.0;;2;-2;1
2022;10;1;7.2;;;8.5;8.5;6.9;6.5;8.0;5.0;;2;-2;1
2022;11;1;7.62;;;9.5;9.1;7.5;7.0;8.08;5.0;;2;-2;1
2022;10;1;6.01;;;7.9;5.0;7.5;4.0;8.08;5.0;;2;-2;1
2022;7;1;8.26;;;9.5;7.5;8.1;9.3;7.92;10.0;;0;0;0
2022;9;1;6.86;;;9.0;6.2;5.0;8.0;7.83;5.0;;1;-1;1
2022;9;0;7.73;;;7.5;8.6;8.1;8.8;8.08;5.0;;1;-1;1
2022;9;1;7.7;;;8.5;9.0;8.1;8.3;8.0;5.0;;1;-1;1
2022;9;1;7.77;;;8.5;9.7;7.5;7.9;7.92;5.0;;1;-1;1
2022;9;0;6.43;;;7.4;7.9;5.6;5.8;6.67;5.0;;1;-1;1
2022;9;0;7.54;;;9.5;9.5;7.5;7.0;7.42;5.0;;1;-1;1
2022;8;0;8.68;;;10.0;9.2;8.1;9.4;7.92;10.0;;0;0;0
2022;9;0;7.57;;;9.5;8.9;8.1;6.9;7.92;5.0;;1;-1;1
2022;7;0;7.94;;;9.5;9.8;8.1;5.7;7.67;10.0;;0;0;0
2022;8;1;8.38;;;10.0;9.0;8.1;8.1;7.92;10.0;;0;0;0
2022;8;0;4.28;;;9.0;3.1;7.5;2.5;2.5;10.0;;0;0;0
2022;9;0;7.44;;;8.5;9.0;7.5;6.6;8.17;5.0;;1;-1;1
2022;11;1;7.68;;;7.0;9.3;7.5;8.4;8.08;5.0;;2;-2;1
2022;9;1;7.44;;;9.0;9.8;2.5;8.1;8.08;5.0;;1;-1;1
2022;9;1;6.66;;;5.2;9.2;7.5;7.1;6.0;5.0;;1;-1;1
2022;9;0;7.74;;;9.0;8.7;7.5;9.2;7.08;5.0;;1;-1;1
2022;10;1;7.76;;;9.0;9.3;7.5;8.7;7.42;5.0;;2;-2;1
2022;8;0;7.39;;;10.0;8.6;5.0;6.8;7.0;10.0;;0;0;0
2022;10;1;6.1;;;7.5;7.4;5.0;5.1;6.83;5.0;;2;-2;1
2022;10;1;6.74;;;9.0;8.6;5.0;7.2;6.58;5.0;;2;-2;1
2022;10;1;6.63;;;9.5;6.2;7.5;7.1;6.33;5.0;;2;-2;1
2022;10;0;7.66;;;9.5;6.7;7.5;9.1;8.42;5.0;;2;-2;1
2022;10;0;7.68;;;10.0;8.1;6.9;8.5;8.08;5.0;;2;-2;1
2022;9;1;7.28;;;8.0;8.4;7.5;7.3;7.58;5.0;;1;-1;1
2022;10;0;5.31;;;9.5;3.5;7.5;2.3;7.08;5.0;;2;-2;1
2022;10;1;7.28;;;9.5;8.9;5.0;6.9;8.0;5.0;;2;-2;1
2022;9;1;6.04;;;9.0;7.9;6.3;3.5;6.0;5.0;;1;-1;1
2022;11;1;6.03;;;8.0;5.1;5.0;8.0;5.83;5.0;;2;-2;1
2022;9;1;7.42;;;10.0;8.7;7.5;7.8;7.25;5.0;;1;-1;1
2022;11;1;6.95;;;9.0;6.9;5.6;8.0;7.25;5.0;;2;-2;1
2022;9;0;6.66;;;8.5;8.7;4.4;4.9;7.92;5.0;;1;-1;1
2022;9;1;6.52;;;8.9;8.1;7.5;6.7;5.42;5.0;;1;-1;1
2022;10;0;6.83;;;9.0;7.3;7.5;5.4;7.92;5.0;;2;-2;1
2022;8;0;8.09;;;8.0;8.9;6.3;9.2;7.42;10.0;;0;0;0
2022;10;0;5.55;;;9.0;4.6;7.5;4.2;6.08;5.0;;2;-2;1
2022;9;0;6.73;;;8.0;5.9;7.5;7.6;7.08;5.0;;1;-1;1
2022;8;0;7.97;;;9.5;8.1;7.5;7.6;7.92;10.0;;0;0;0
2022;9;0;7.41;;;10.0;8.1;4.4;8.1;8.33;5.0;;1;-1;1
2022;8;0;7.43;;;10.0;6.6;8.1;5.5;8.17;10.0;;0;0;0
2022;8;0;6.93;;;9.5;5.9;5.6;5.6;8.0;10.0;;0;0;0
2022;8;1;6.33;;;8.0;5.9;8.1;5.0;5.5;10.0;;0;0;0
2022;7;0;6.98;;;10.0;7.5;7.5;4.4;6.58;10.0;;0;0;0
2022;8;1;7.74;;;9.0;7.7;8.1;8.4;6.75;10.0;;0;0;0
2022;8;0;8.24;;;9.5;7.3;8.1;9.1;8.17;10.0;;0;0;0
2022;8;0;8.15;;;10.0;8.7;8.1;8.1;7.25;10.0;;0;0;0
2022;10;0;7.9;;;10.0;8.2;8.8;8.3;8.25;5.0;;2;-2;1
2022;10;0;7.15;;;9.0;8.5;6.9;7.3;7.08;5.0;;2;-2;1
2022;9;1;7.35;;;9.0;7.9;8.8;7.2;7.5;5.0;;1;-1;1
2022;9;0;6.68;;;9.5;8.5;5.6;5.1;6.92;5.0;;1;-1;1
2022;10;0;6.95;;;9.5;7.2;5.6;7.3;7.42;5.0;;2;-2;1
2022;10;0;7.48;;;9.0;9.0;5.6;7.3;8.58;5.0;;2;-2;1
2022;10;1;6.71;;;9.0;8.5;5.6;5.4;7.0;5.0;;2;-2;1
2022;9;0;8.06;;;9.5;9.2;5.6;9.0;9.17;5.0;;1;-1;1
2022;8;0;7.23;;;8.5;8.1;5.6;5.7;7.5;10.0;;0;0;0
2022;8;1;6.82;;;6.4;7.3;5.6;5.9;7.08;10.0;;0;0;0
2022;9;0;7.22;;;8.5;9.0;5.6;7.2;7.5;5.0;;1;-1;1
2022;10;0;6.9;;;9.5;8.4;5.6;6.3;7.42;5.0;;2;-2;1
2022;9;0;7.1;;;8.5;8.7;5.0;7.3;7.5;5.0;;1;-1;1
2022;9;0;6.67;;;10.0;7.9;5.6;4.8;7.5;5.0;;1;-1;1
2022;8;0;7.74;;;9.5;9.7;5.6;6.2;7.5;10.0;;0;0;0
2022;9;1;7.38;;;9.0;8.5;5.6;8.1;7.75;5.0;;1;-1;1
2022;8;1;7.66;;;8.0;9.1;5.6;7.2;7.42;10.0;;0;0;0
2022;11;0;7.68;;;10.0;7.6;7.5;8.8;7.92;5.0;;2;-2;1
2022;9;1;8.08;;;10.0;9.0;7.5;9.1;8.25;5.0;;1;-1;1
2022;9;1;7.48;;;9.5;7.7;7.5;8.8;7.25;5.0;;1;-1;1
2022;10;1;6.34;;;9.5;8.9;4.4;6.8;5.17;5.0;;2;-2;1
2022;11;1;5.25;;;8.5;5.8;7.5;3.8;6.17;5.0;;2;-2;1
2022;11;0;8.2;;;10.0;9.0;7.5;9.5;8.42;5.0;;2;-2;1
2022;8;0;8.48;;;9.5;8.6;7.5;9.1;8.42;10.0;;0;0;0
2022;9;1;6.6;;;10.0;5.8;4.4;7.9;6.92;5.0;;1;-1;1
2022;8;1;8.57;;;9.5;9.2;6.9;9.5;8.08;10.0;;0;0;0
2022;9;1;6.98;;;10.0;7.9;7.5;5.7;7.25;5.0;;1;-1;1
2022;9;0;8.26;;;9.5;9.3;7.5;9.7;8.5;5.0;;1;-1;1
2022;9;1;7.91;;;9.0;9.1;7.5;8.1;8.33;5.0;;1;-1;1
2022;10;0;7.56;;;9.0;8.6;7.5;7.5;7.83;5.0;;2;-2;1
2022;11;1;8.17;;;9.0;9.2;7.5;8.8;8.92;5.0;;2;-2;1
2022;9;1;8.06;;;10.0;9.4;7.5;8.2;8.25;5.0;;1;-1;1
2022;12;1;7.28;;;10.0;9.7;7.5;6.7;7.08;2.5;;3;-3;1
2022;10;0;7.4;;;9.5;9.7;7.5;6.5;7.17;5.0;;2;-2;1
2022;8;1;8.0;;;9.0;8.8;7.5;7.5;7.67;10.0;;0;0;0
2022;9;1;6.9;;;8.5;9.3;7.5;4.3;7.42;5.0;;1;-1;1
2022;11;0;8.18;;;10.0;9.5;7.5;8.7;8.33;5.0;;2;-2;1
2022;10;1;7.51;;;9.5;9.0;7.5;7.0;7.58;5.0;;2;-2;1
2022;10;0;7.65;;;9.0;10.0;7.5;7.1;7.58;5.0;;2;-2;1
2022;9;0;7.6;;;10.0;7.5;7.5;7.9;8.5;5.0;;1;-1;1
2022;7;1;8.14;;;9.5;8.9;7.5;8.3;7.33;10.0;;0;0;0
2022;7;0;7.87;;;10.0;8.3;7.5;7.0;7.5;10.0;;0;0;0
2022;11;1;6.99;;;9.0;5.4;7.5;9.2;7.25;5.0;;2;-2;1
2022;9;0;6.92;;;10.0;6.8;5.0;8.1;7.08;5.0;;1;-1;1
2022;8;0;7.59;;;10.0;7.8;7.5;6.1;7.42;10.0;;0;0;0
2022;10;1;5.79;;;7.9;5.7;4.4;5.7;6.42;5.0;;2;-2;1
2022;9;0;3.9;;;0.0;4.3;4.4;1.7;6.33;5.0;;1;-1;1
2022;8;1;7.1;;;8.0;7.7;7.5;5.3;7.0;10.0;;0;0;0
2022;9;0;7.43;;;10.0;6.7;7.5;7.1;8.83;5.0;;1;-1;1
2022;10;1;5.7;;;9.5;5.0;7.5;2.6;7.08;5.0;;2;-2;1
2022;9;0;6.96;;;8.0;7.6;7.5;6.9;7.17;5.0;;1;-1;1
2022;9;0;7.79;;;10.0;8.9;7.5;8.3;7.75;5.0;;1;-1;1
2022;8;1;7.48;;;9.5;8.4;7.5;6.0;7.0;10.0;;0;0;0
2022;8;1;7.0;;;9.5;5.8;7.5;6.0;6.92;10.0;;0;0;0
2022;9;1;8.34;;;9.5;10.0;7.5;8.2;9.25;5.0;;1;-1;1
2022;9;0;7.64;;;9.0;8.6;7.5;8.4;7.67;5.0;;1;-1;1
2022;11;1;7.0;;;9.0;9.5;5.6;6.1;7.17;5.0;;2;-2;1
2022;8;1;7.2;;;8.5;9.5;7.5;3.4;7.25;10.0;;0;0;0
2022;8;1;8.26;;;10.0;9.3;5.6;8.0;8.67;10.0;;0;0;0
2022;7;0;7.4;;;9.0;9.4;7.5;4.2;7.42;10.0;;0;0;0
2022;11;0;7.5;;;9.0;8.9;7.5;7.8;7.42;5.0;;2;-2;1
2022;11;0;7.51;;;9.5;8.7;7.5;6.5;8.5;5.0;;2;-2;1
2022;9;0;7.02;;;9.5;8.0;7.5;6.2;7.17;5.0;;1;-1;1
2022;10;1;6.89;;;9.5;7.6;7.5;6.0;7.33;5.0;;2;-2;1
2022;8;0;7.34;;;9.5;8.9;7.5;4.1;7.33;10.0;;0;0;0
2022;8;0;8.06;;;9.0;9.7;7.5;7.3;7.33;10.0;;0;0;0
2022;10;0;7.23;;;9.5;9.3;7.5;5.4;7.67;5.0;;2;-2;1
2022;10;1;7.22;;;9.0;8.5;7.5;7.3;7.5;5.0;;2;-2;1
2022;10;1;7.05;;;8.0;8.3;7.5;6.3;7.67;5.0;;2;-2;1
2022;10;0;7.68;;;8.0;9.6;7.5;7.8;7.92;5.0;;2;-2;1
2022;8;1;6.82;;;8.0;5.4;7.5;6.1;7.5;10.0;;0;0;0
2022;9;1;6.64;;;7.0;6.6;7.5;6.8;7.5;5.0;;1;-1;1
2022;9;1;7.83;;;9.0;9.0;7.5;8.3;8.33;5.0;;1;-1;1
2022;10;0;6.98;;;10.0;7.2;7.5;6.3;7.42;5.0;;2;-2;1
2022;10;1;6.85;;;10.0;8.4;6.3;4.8;7.67;5.0;;2;-2;1
2022;8;1;8.28;;;9.5;9.0;7.5;8.8;7.33;10.0;;0;0;0
2022;8;1;7.56;;;9.5;7.3;7.5;6.6;7.92;10.0;;0;0;0
2022;8;1;8.12;;;9.5;8.7;6.3;9.0;7.5;10.0;;0;0;0
2022;8;1;8.36;;;10.0;9.1;6.3;9.3;8.0;10.0;;0;0;0
2022;7;1;7.26;;;10.0;6.6;6.3;6.3;7.42;10.0;;0;0;0
2022;8;1;7.89;;;8.5;9.1;5.0;9.6;7.25;10.0;;0;0;0
2022;9;0;6.58;;;8.9;5.7;5.6;7.3;7.67;5.0;;1;-1;1
2022;8;1;7.5;;;9.0;8.1;5.6;7.4;7.33;10.0;;0;0;0
2022;8;1;7.09;;;9.5;6.5;6.9;6.0;7.42;10.0;;0;0;0
2022;9;1;7.59;;;8.9;9.0;6.9;7.5;8.42;5.0;;1;-1;1
2022;9;1;6.81;;;10.0;7.9;5.6;6.5;7.0;5.0;;1;-1;1
2022;9;0;8.51;;;10.0;9.3;7.5;9.6;9.42;5.0;;1;-1;1
2022;8;0;7.82;;;10.0;8.7;6.3;7.1;7.42;10.0;;0;0;0
2022;7;1;7.48;;;9.5;7.3;7.5;6.2;7.5;10.0;;0;0;0
2022;8;1;7.74;;;10.0;7.9;7.5;7.3;7.33;10.0;;0;0;0
2022;9;1;7.42;;;9.5;10.0;6.9;6.0;7.58;5.0;;1;-1;1
2022;10;1;6.34;;;9.0;7.0;7.5;4.6;6.92;5.0;;2;-2;1
2022;10;1;6.92;;;8.0;8.4;7.5;6.1;7.08;5.0;;2;-2;1
2022;10;0;5.99;;;10.0;6.0;7.5;2.8;7.17;5.0;;2;-2;1
2022;8;1;6.8;;;10.0;4.4;6.9;6.0;7.33;10.0;;0;0;0
2022;9;0;7.25;;;7.5;8.2;6.9;7.6;7.92;5.0;;1;-1;1
2022;8;1;7.78;;;9.5;9.6;7.5;5.4;7.5;10.0;;0;0;0
2022;10;0;7.41;;;9.5;7.0;7.5;7.6;8.67;5.0;;2;-2;1
2022;9;0;7.14;;;9.5;7.1;7.5;6.9;7.83;5.0;;1;-1;1
2022;8;0;8.0;;;9.0;8.6;7.5;7.8;7.5;10.0;;0;0;0
2022;9;0;7.23;;;10.0;8.6;7.5;6.0;7.5;5.0;;1;-1;1
2022;9;1;7.41;;;9.5;9.2;7.5;7.2;7.17;5.0;;1;-1;1
2022;9;1;8.18;;;10.0;9.2;7.5;8.8;8.83;5.0;;1;-1;1
2022;9;1;7.79;;;10.0;9.5;7.5;7.8;7.58;5.0;;1;-1;1
2022;9;1;8.14;;;9.0;9.0;7.5;9.0;9.08;5.0;;1;-1;1
2022;8;1;7.26;;;6.9;7.3;7.5;7.5;6.67;10.0;;0;0;0
2022;9;1;7.66;;;8.5;8.3;7.5;9.2;7.58;5.0;;1;-1;1
2022;8;1;8.21;;;8.5;9.0;7.5;8.8;7.5;10.0;;0;0;0
2022;9;1;7.46;;;10.0;7.4;7.5;6.3;9.42;5.0;;1;-1;1
2022;9;0;5.2;;;0.0;5.1;7.5;5.4;6.58;5.0;;1;-1;1
2022;8;1;7.88;;;9.0;8.2;7.5;7.8;7.5;10.0;;0;0;0
2022;11;1;7.3;;;8.5;8.5;7.5;7.2;7.5;5.0;;2;-2;1
2022;8;0;7.95;;;7.5;8.3;7.5;9.1;8.25;10.0;;0;0;0
2022;8;0;8.54;;;8.5;9.0;7.5;9.2;8.42;10.0;;0;0;0
2022;8;1;6.25;;;0.0;5.0;8.1;5.9;8.33;10.0;;0;0;0
2022;8;0;8.49;;;10.0;8.8;7.5;8.7;8.42;10.0;;0;0;0
2022;7;0;7.41;;;9.0;7.2;7.5;5.9;7.92;10.0;;0;0;0
2022;9;1;6.84;;;7.9;8.2;4.4;7.7;7.42;5.0;;1;-1;1
2022;9;1;7.49;;;9.5;7.0;7.5;9.0;7.83;5.0;;1;-1;1
2022;9;1;7.37;;;8.5;8.3;7.5;9.1;7.42;5.0;;1;-1;1
2022;8;1;7.64;;;10.0;7.3;7.5;8.5;7.17;10.0;;0;0;0
2022;8;1;7.52;;;9.0;7.9;7.5;8.3;6.58;10.0;;0;0;0
2022;7;0;5.67;;;9.0;6.8;5.0;2.1;5.5;10.0;;0;0;0
2022;8;0;8.62;;;10.0;9.6;7.5;8.5;8.5;10.0;;0;0;0
2022;8;0;8.1;;;8.0;9.0;7.5;9.3;7.17;10.0;;0;0;0
2022;9;0;8.45;;;10.0;9.6;7.5;9.7;9.0;5.0;;1;-1;1
2022;7;1;8.4;;;10.0;9.1;7.5;8.4;8.0;10.0;;0;0;0
2022;9;0;8.15;;;8.5;8.9;7.5;9.5;9.08;5.0;;1;-1;1
2022;7;1;7.52;;;10.0;7.1;5.6;7.7;7.33;10.0;;0;0;0
2022;7;0;8.32;;;8.5;8.7;7.5;8.9;8.25;10.0;;0;0;0
2022;7;1;8.14;;;9.5;8.5;7.5;8.1;7.75;10.0;;0;0;0
2023;8;0;;;;9.5;10.0;8.13;9.6;8.92;10.0;8.44;0;0;0
2023;9;1;;;;8.5;9.1;8.14;8.9;8.59;5.0;7.5;1;-1;1
2023;7;1;;;;0.0;7.6;3.14;6.3;6.26;10.0;5.94;0;0;0
2023;8;0;;;;0.0;7.6;8.14;6.3;8.5;10.0;7.5;0;0;0
2023;8;1;;;;8.5;8.7;7.52;7.4;7.92;10.0;7.5;0;0;0
2023;7;0;;;;0.0;8.3;8.76;8.6;8.41;10.0;7.5;0;0;0
2023;8;1;;;;9.0;8.6;8.76;8.9;8.41;10.0;7.5;0;0;0
2023;7;1;;;;10.0;9.5;8.76;7.1;8.67;10.0;7.19;0;0;0
2023;8;0;;;;9.0;10.0;8.76;9.6;8.75;10.0;8.12;0;0;0
2023;9;0;;;;0.0;8.5;8.76;1.5;5.16;5.0;5.0;1;-1;1
2023;9;1;;;;9.0;9.5;3.76;6.9;6.84;5.0;4.38;1;-1;1
2023;10;0;;;;0.0;6.7;2.52;4.3;8.5;5.0;6.25;2;-2;1
2023;11;0;;;;8.5;9.7;7.52;7.0;8.67;5.0;6.25;2;-2;1
2023;9;1;;;;0.0;8.2;7.52;4.8;6.67;5.0;6.25;1;-1;1
2023;9;1;;;;9.5;9.5;7.52;7.3;9.85;5.0;7.5;1;-1;1
2023;8;1;;;;10.0;9.4;7.52;7.5;8.84;10.0;7.5;0;0;0
2023;9;1;;;;9.5;9.5;7.52;6.9;7.5;5.0;5.0;1;-1;1
2023;10;1;;;;0.0;9.5;2.52;8.1;7.34;5.0;5.0;2;-2;1
2023;9;0;;;;0.0;9.8;2.52;8.2;8.91;5.0;6.88;1;-1;1
2023;7;0;;;;0.0;9.4;2.52;6.3;8.59;10.0;6.25;0;0;0
2023;8;1;;;;10.0;8.9;7.52;7.3;6.25;10.0;5.0;0;0;0
2023;8;0;;;;9.0;8.6;2.52;4.7;4.16;10.0;3.75;0;0;0
2023;8;0;;;;9.5;9.7;6.89;8.4;8.17;10.0;6.25;0;0;0
2023;7;0;;;;9.0;9.7;4.39;8.8;8.66;10.0;6.88;0;0;0
2023;7;1;;;;9.0;9.8;7.52;8.7;8.66;10.0;7.5;0;0;0
2023;7;0;;;;8.5;9.4;7.52;8.1;9.0;10.0;7.5;0;0;0
2023;8;1;;;;8.9;8.9;7.52;8.4;9.09;10.0;7.5;0;0;0
2023;7;1;;;;9.0;10.0;7.52;8.8;8.83;10.0;7.5;0;0;0
2023;8;1;;;;8.5;9.5;6.89;9.1;9.0;10.0;7.5;0;0;0
2023;8;1;;;;0.0;9.1;2.52;8.3;8.16;10.0;6.25;0;0;0
2023;9;0;;;;9.5;9.5;6.89;7.5;8.0;5.0;7.5;1;-1;1
2023;8;1;8.26;;;9.0;8.1;7.52;6.5;5.84;10.0;6.88;0;0;0
2023;8;1;;;;8.0;9.6;6.89;8.3;10.01;10.0;7.5;0;0;0
2023;9;0;8.15;;;8.5;9.0;7.52;8.5;9.01;5.0;7.5;1;-1;1
2023;9;1;;;;9.5;10.0;7.52;9.3;10.01;5.0;7.5;1;-1;1
2023;9;0;;;;9.5;9.9;7.52;9.4;10.01;5.0;7.5;1;-1;1
2023;10;0;7.54;;;9.0;9.8;6.89;9.1;10.01;5.0;7.5;2;-2;1
2023;8;0;;;;9.5;9.5;7.52;6.8;9.5;10.0;6.88;0;0;0
2023;7;1;;;;9.5;10.0;6.89;8.5;10.01;10.0;7.5;0;0;0
2023;8;0;7.94;;;10.0;9.4;6.89;8.5;10.01;10.0;7.5;0;0;0
2023;8;1;7.58;;;10.0;8.0;7.52;8.3;8.34;10.0;6.88;0;0;0
2023;9;1;7.64;;;0.0;7.9;6.26;7.3;6.26;5.0;6.56;1;-1;1
2023;9;1;;;;0.0;8.1;7.52;6.5;3.32;5.0;6.56;1;-1;1
2023;9;0;7.95;;;9.0;8.5;3.77;7.9;8.01;5.0;5.62;1;-1;1
2023;9;1;;;;9.0;9.8;3.77;9.4;10.01;5.0;8.12;1;-1;1
2023;8;1;;;;10.0;9.8;3.77;9.5;9.34;10.0;7.5;0;0;0
2023;8;0;;;;9.0;9.8;9.38;7.8;8.67;10.0;8.12;0;0;0
2023;8;0;7.41;;;9.5;8.2;3.77;6.0;8.67;10.0;5.62;0;0;0
2023;10;1;;;;8.5;8.7;3.77;7.5;8.6;5.0;6.25;2;-2;1
2023;10;0;6.67;;;0.0;9.1;3.77;7.1;9.01;5.0;7.5;2;-2;1
2023;10;1;7.2;;;0.0;7.8;3.77;8.3;8.18;5.0;5.62;2;-2;1
2023;12;1;;;;10.0;9.3;2.52;3.9;6.5;2.5;5.31;3;-3;1
2023;8;0;;;;10.0;9.6;5.02;7.8;9.01;10.0;7.5;0;0;0
2023;9;1;7.52;;;8.4;7.5;2.52;6.6;6.01;5.0;5.62;1;-1;1
2023;10;1;6.84;;;7.9;9.1;2.52;7.6;5.84;5.0;5.0;2;-2;1
2023;7;0;;;;9.0;9.3;7.52;6.4;7.84;10.0;7.81;0;0;0
2023;8;1;7.52;;;0.0;8.1;3.77;9.3;7.95;10.0;8.12;0;0;0
2023;9;1;;;;9.5;9.4;7.52;8.3;7.06;5.0;6.88;1;-1;1
2023;9;0;7.39;;;10.0;10.0;5.63;9.3;7.83;5.0;7.5;1;-1;1
2023;9;1;6.33;;;9.5;9.0;7.52;8.4;8.11;5.0;8.12;1;-1;1
2023;8;1;;;;7.5;9.2;7.52;8.6;6.95;10.0;7.5;0;0;0
2023;8;0;;;;9.5;9.6;7.52;9.3;8.34;10.0;8.12;0;0;0
2023;8;0;;;;9.0;9.0;7.52;7.9;8.22;10.0;8.12;0;0;0
2023;10;0;;;;10.0;9.9;7.52;9.2;8.06;5.0;8.12;2;-2;1
2023;9;1;7.28;;;0.0;9.8;7.52;9.2;8.28;5.0;8.12;1;-1;1
2023;8;1;;;;0.0;8.8;7.52;8.9;8.17;10.0;8.75;0;0;0
